date,province,confirmed,deaths,recovered
2020-06-22,Islamabad,11219,106,5012
2020-06-22,KPK,22633,843,6869
2020-06-22,Punjab,68308,1495,19580
2020-06-22,Sindh,71092,1103,37044
2020-06-23,AJK,892,23,366
2020-06-23,Balochistan,9634,106,3694
2020-06-23,GB,1337,23,961
2020-06-23,Islamabad,11483,108,5012
2020-06-23,KPK,23388,855,9385
2020-06-23,Punjab,69536,1516,19935
2020-06-23,Sindh,72656,1124,38401
2020-06-24,AJK,930,25,390
2020-06-24,Balochistan,9817,108,3710
2020-06-24,GB,1365,23,995
2020-06-24,Islamabad,11710,115,5424
2020-06-24,KPK,23887,869,11097
2020-06-24,Punjab,71191,1602,20262
2020-06-24,Sindh,74070,1161,39429
2020-06-25,AJK,962,25,395
2020-06-25,Balochistan,9946,109,3737
2020-06-25,GB,1398,23,999
2020-06-25,Islamabad,11981,119,5839
2020-06-25,KPK,24303,879,11449
2020-06-25,Punjab,71987,1629,21009
2020-06-25,Sindh,75168,1178,40740
2020-06-26,AJK,1003,28,446
2020-06-26,Balochistan,10116,113,3768
2020-06-26,GB,1417,23,1027
2020-06-26,Islamabad,12206,120,6529
2020-06-26,KPK,24943,890,11804
2020-06-26,Punjab,72880,1656,21340
2020-06-26,Sindh,76318,1205,41992
2020-06-27,AJK,1027,28,465
2020-06-27,Balochistan,10261,114,3810
2020-06-27,GB,1423,24,1062
2020-06-27,Islamabad,12395,122,6532
2020-06-27,KPK,25380,914,12149
2020-06-27,Punjab,74202,1673,25162
2020-06-27,Sindh,78267,1243,43444
2020-06-28,AJK,1049,28,520
2020-06-28,Balochistan,10376,116,3939
2020-06-28,GB,1442,24,1099
2020-06-28,Islamabad,12643,127,6916
2020-06-28,KPK,25778,922,12348
2020-06-28,Punjab,74778,1681,26062
2020-06-28,Sindh,80446,1269,44523
2020-06-29,AJK,1065,28,539
2020-06-29,Balochistan,10426,119,4197
2020-06-29,GB,1470,24,1117
2020-06-29,Islamabad,12775,128,7261
2020-06-29,KPK,26115,935,12626
2020-06-29,Punjab,75501,1727,27147
2020-06-29,Sindh,81985,1343,45616
2020-06-30,AJK,1093,30,550
2020-06-30,Balochistan,10476,121,4484
2020-06-30,GB,1489,26,1128
2020-06-30,Islamabad,12912,128,7261
2020-06-30,KPK,26598,951,13067
2020-06-30,Punjab,76262,1762,27488
2020-06-30,Sindh,84640,1377,46824
2020-07-01,AJK,1135,32,557
2020-07-01,Balochistan,10608,121,4764
2020-07-01,GB,1511,28,1146
2020-07-01,Islamabad,13082,129,7850
2020-07-01,KPK,26938,973,13584
2020-07-01,Punjab,77740,1784,28266
2020-07-01,Sindh,86795,1406,48527
2020-07-02,AJK,1160,33,686
2020-07-02,Balochistan,10666,122,5073
2020-07-02,GB,1524,28,1173
2020-07-02,Islamabad,13195,129,8264
2020-07-02,KPK,27170,983,14715
2020-07-02,Punjab,78956,1819,33786
2020-07-02,Sindh,89225,1437,49926
2020-07-03,AJK,1214,34,686
2020-07-03,Balochistan,10717,122,5331
2020-07-03,GB,1536,28,1185
2020-07-03,Islamabad,13292,130,8610
2020-07-03,KPK,27506,1002,15520
2020-07-03,Punjab,80297,1844,42854
2020-07-03,Sindh,90721,1459,50908
2020-07-04,AJK,1288,35,688
2020-07-04,Balochistan,10766,123,5688
2020-07-04,GB,1545,28,1198
2020-07-04,Islamabad,13409,134,8955
2020-07-04,KPK,27843,1020,16242
2020-07-04,Punjab,81317,1871,44671
2020-07-04,Sindh,92306,1501,52388
2020-07-05,AJK,1342,36,690
2020-07-05,Balochistan,10814,123,5885
2020-07-05,GB,1561,28,1203
2020-07-05,Islamabad,13494,137,9156
2020-07-05,KPK,28116,1028,16428
2020-07-05,Punjab,81963,1884,45122
2020-07-05,Sindh,94528,1526,53165
2020-07-06,AJK,1383,36,741
2020-07-06,Balochistan,10841,124,6131
2020-07-06,GB,1587,30,1224
2020-07-06,Islamabad,13557,140,9403
2020-07-06,KPK,28236,1038,16549
2020-07-06,Punjab,82669,1899,47054
2020-07-06,Sindh,96236,1572,53855
2020-07-07,AJK,1419,40,788
2020-07-07,Balochistan,10919,124,6432
2020-07-07,GB,1595,30,1232
2020-07-07,Islamabad,13650,140,9655
2020-07-07,KPK,28681,1045,17266
2020-07-07,Punjab,83599,1929,50916
2020-07-07,Sindh,97626,1614,54676
2020-07-08,AJK,1459,40,828
2020-07-08,Balochistan,11052,124,6658
2020-07-08,GB,1605,31,1272
2020-07-08,Islamabad,13731,142,9939
2020-07-08,KPK,29052,1054,18791
2020-07-08,Punjab,84587,1955,51450
2020-07-08,Sindh,99362,1637,56373
2020-07-09,AJK,1485,41,860
2020-07-09,Balochistan,11099,125,6931
2020-07-09,GB,1619,34,1290
2020-07-09,Islamabad,13829,146,10240
2020-07-09,KPK,29406,1063,19503
2020-07-09,Punjab,85261,1972,52641
2020-07-09,Sindh,100900,1677,57627
2020-07-10,AJK,1532,42,894
2020-07-10,Balochistan,11128,126,7224
2020-07-10,GB,1630,36,1303
2020-07-10,Islamabad,13927,147,10441
2020-07-10,KPK,29775,1074,20271
2020-07-10,Punjab,85991,1985,53836
2020-07-10,Sindh,102368,1713,59165
2020-07-11,AJK,1564,43,942
2020-07-11,Balochistan,11157,126,7421
2020-07-11,GB,1658,36,1316
2020-07-11,Islamabad,14023,152,10645
2020-07-11,KPK,30078,1087,20762
2020-07-11,Punjab,86556,2006,55175
2020-07-11,Sindh,103836,1747,60439
2020-07-12,AJK,1599,44,978
2020-07-12,Balochistan,11185,126,7598
2020-07-12,GB,1671,36,1319
2020-07-12,Islamabad,14108,153,10883
2020-07-12,KPK,30486,1099,21158
2020-07-12,Punjab,87043,2013,58023
2020-07-12,Sindh,105533,1795,61958
2020-07-13,AJK,1655,45,1029
2020-07-13,Balochistan,11192,126,7812
2020-07-13,GB,1694,36,1370
2020-07-13,Islamabad,14202,155,11327
2020-07-13,KPK,30747,1106,21312
2020-07-13,Punjab,87492,2026,63977
2020-07-13,Sindh,106622,1826,63829
2020-07-14,AJK,1688,46,1049
2020-07-14,Balochistan,11239,127,7883
2020-07-14,GB,1708,38,1376
2020-07-14,Islamabad,14315,155,11327
2020-07-14,KPK,31001,1114,21607
2020-07-14,Punjab,88045,2043,64148
2020-07-14,Sindh,107773,1863,65420
2020-07-15,AJK,1771,46,1061
2020-07-15,Balochistan,11322,127,8002
2020-07-15,GB,1750,38,1389
2020-07-15,Islamabad,14402,156,11486
2020-07-15,KPK,31217,1120,22260
2020-07-15,Punjab,88539,2051,64247
2020-07-15,Sindh,108913,1888,70292
2020-07-16,AJK,1808,46,1077
2020-07-16,Balochistan,11385,128,8161
2020-07-16,GB,1775,39,1396
2020-07-16,Islamabad,14454,157,11599
2020-07-16,KPK,31486,1124,22613
2020-07-16,Punjab,89023,2059,64815
2020-07-16,Sindh,110068,1922,74076
2020-07-17,AJK,1840,46,1094
2020-07-17,Balochistan,11405,131,8313
2020-07-17,GB,1796,39,1409
2020-07-17,Islamabad,14504,157,11708
2020-07-17,KPK,31669,1130,22873
2020-07-17,Punjab,89465,2067,65009
2020-07-17,Sindh,111238,1952,88103
2020-07-18,AJK,1888,47,1174
2020-07-18,Balochistan,11424,131,8399
2020-07-18,GB,1807,41,1460
2020-07-18,Islamabad,14576,157,11836
2020-07-18,KPK,31890,1139,24588
2020-07-18,Punjab,89793,2079,65436
2020-07-18,Sindh,112118,1974,91383
2020-07-19,AJK,1915,47,1201
2020-07-19,Balochistan,11436,132,8688
2020-07-19,GB,1849,43,1472
2020-07-19,Islamabad,14599,159,11836
2020-07-19,KPK,32086,1142,25006
2020-07-19,Punjab,90191,2083,65689
2020-07-19,Sindh,113007,1993,92037
2020-07-20,AJK,1922,47,1254
2020-07-20,Balochistan,11441,133,9061
2020-07-20,GB,1868,43,1481
2020-07-20,Islamabad,14625,160,11912
2020-07-20,KPK,32243,1147,25367
2020-07-20,Punjab,90444,2090,66021
2020-07-20,Sindh,113553,2019,92934
2020-07-21,AJK,1937,47,1275
2020-07-21,Balochistan,11469,135,9381
2020-07-21,GB,1878,45,1485
2020-07-21,Islamabad,14701,161,12023
2020-07-21,KPK,32523,1153,25582
2020-07-21,Punjab,90816,2095,66425
2020-07-21,Sindh,114104,2041,94297
2020-07-22,AJK,1961,48,1328
2020-07-22,Balochistan,11517,136,9585
2020-07-22,GB,1896,45,1498
2020-07-22,Islamabad,14722,162,12023
2020-07-22,KPK,32753,1158,25713
2020-07-22,Punjab,91129,2100,66802
2020-07-22,Sindh,115213,2060,96226
2020-07-23,AJK,1989,49,1361
2020-07-23,Balochistan,11523,136,9818
2020-07-23,GB,1918,46,1533
2020-07-23,Islamabad,14766,162,12023
2020-07-23,KPK,32898,1169,26607
2020-07-23,Punjab,91423,2105,68439
2020-07-23,Sindh,115883,2096,100002
2020-07-24,AJK,2012,49,1409
2020-07-24,Balochistan,11550,136,9899
2020-07-24,GB,1942,47,1548
2020-07-24,Islamabad,14821,162,12139
2020-07-24,KPK,33071,1170,26869
2020-07-24,Punjab,91691,2113,81241
2020-07-24,Sindh,116800,2110,103491
2020-07-25,AJK,2023,49,1435
2020-07-25,Balochistan,11578,136,9901
2020-07-25,GB,1952,47,1559
2020-07-25,Islamabad,14841,163,12253
2020-07-25,KPK,33220,1176,27017
2020-07-25,Punjab,91901,2116,81250
2020-07-25,Sindh,117598,2135,104019
2020-07-26,AJK,2034,49,1449
2020-07-26,Balochistan,11601,136,9976
2020-07-26,GB,1989,48,1566
2020-07-26,Islamabad,14884,164,12253
2020-07-26,KPK,33397,1178,27119
2020-07-26,Punjab,92073,2116,81260
2020-07-26,Sindh,118311,2151,107403
2020-07-27,AJK,2040,49,1482
2020-07-27,Balochistan,11624,136,10023
2020-07-27,GB,2010,48,1613
2020-07-27,Islamabad,14938,165,12377
2020-07-27,KPK,33510,1180,27196
2020-07-27,Punjab,92279,2125,81265
2020-07-27,Sindh,118824,2162,108480
2020-07-28,AJK,2055,50,1543
2020-07-28,Balochistan,11654,136,10080
2020-07-28,GB,2042,50,1658
2020-07-28,Islamabad,14963,165,12377
2020-07-28,KPK,33724,1186,27724
2020-07-28,Punjab,92452,2133,82512
2020-07-28,Sindh,119398,2172,108989
2020-07-29,AJK,2065,51,1583
2020-07-29,Balochistan,11708,136,10097
2020-07-29,GB,2090,53,1693
2020-07-29,Islamabad,14987,165,12377
2020-07-29,KPK,33845,1192,28317
2020-07-29,Punjab,92655,2138,82520
2020-07-29,Sindh,120052,2189,109544
2020-07-30,AJK,2073,54,1639
2020-07-30,Balochistan,11732,136,10116
2020-07-30,GB,2105,53,1719
2020-07-30,Islamabad,15014,165,12494
2020-07-30,KPK,33958,1194,28450
2020-07-30,Punjab,92873,2140,82526
2020-07-30,Sindh,120550,2209,110233
2020-08-02,AJK,2093,54,1643
2020-08-02,Balochistan,11774,136,10189
2020-08-02,GB,2180,55,1779
2020-08-02,Islamabad,15076,165,12678
2020-08-02,KPK,34223,1202,29015
2020-08-02,Punjab,93197,2148,82563
2020-08-02,Sindh,121486,2224,111006
2020-08-03,AJK,2097,54,1731
2020-08-03,Balochistan,11777,136,10213
2020-08-03,GB,2198,55,1801
2020-08-03,Islamabad,15095,167,12678
2020-08-03,KPK,34253,1208,29150
2020-08-03,Punjab,93336,2153,82575
2020-08-03,Sindh,121705,2226,111249
2020-08-04,AJK,2105,55,1804
2020-08-04,Balochistan,11780,136,10227
2020-08-04,GB,2218,55,1820
2020-08-04,Islamabad,15122,167,12732
2020-08-04,KPK,34324,1213,29255
2020-08-04,Punjab,93571,2157,85180
2020-08-04,Sindh,122016,2231,113268
2020-08-05,AJK,2116,55,1836
2020-08-05,Balochistan,11793,136,10258
2020-08-05,GB,2234,55,1846
2020-08-05,Islamabad,15141,167,12833
2020-08-05,KPK,34359,1215,30057
2020-08-05,Punjab,93847,2162,85232
2020-08-05,Sindh,122373,2245,113996
2020-08-06,AJK,2124,57,1854
2020-08-06,Balochistan,11821,137,10267
2020-08-06,GB,2287,55,1861
2020-08-06,Islamabad,15182,170,12833
2020-08-06,KPK,34432,1221,30681
2020-08-06,Punjab,94040,2164,86085
2020-08-06,Sindh,122759,2250,114518
2020-08-07,AJK,2129,58,1883
2020-08-07,Balochistan,11835,137,10304
2020-08-07,GB,2301,55,1887
2020-08-07,Islamabad,15214,171,12878
2020-08-07,KPK,34539,1228,31447
2020-08-07,Punjab,94223,2166,86240
2020-08-07,Sindh,123246,2259,114965
2020-08-08,AJK,2134,58,1883
2020-08-08,Balochistan,11884,137,10326
2020-08-08,GB,2321,55,1902
2020-08-08,Islamabad,15241,171,12914
2020-08-08,KPK,34635,1230,31542
2020-08-08,Punjab,94360,2169,86266
2020-08-08,Sindh,123546,2262,115415
2020-08-09,AJK,2141,58,1883
2020-08-09,Balochistan,11906,138,10372
2020-08-09,GB,2334,57,1914
2020-08-09,Islamabad,15261,171,12969
2020-08-09,KPK,34692,1231,31612
2020-08-09,Punjab,94477,2170,86273
2020-08-09,Sindh,123849,2272,115741
2020-08-10,AJK,2150,59,1915
2020-08-10,Balochistan,11921,138,10417
2020-08-10,GB,2371,57,1955
2020-08-10,Islamabad,15281,171,12995
2020-08-10,KPK,34755,1231,31691
2020-08-10,Punjab,94586,2174,86289
2020-08-10,Sindh,124127,2282,115984
2020-08-11,AJK,2157,59,1936
2020-08-11,Balochistan,11956,138,10439
2020-08-11,GB,2382,58,1981
2020-08-11,Islamabad,15296,172,13020
2020-08-11,KPK,34859,1235,31839
2020-08-11,Punjab,94715,2177,86341
2020-08-11,Sindh,124556,2290,117637
2020-08-12,AJK,2164,59,1971
2020-08-12,Balochistan,12044,138,10458
2020-08-12,GB,2402,58,2002
2020-08-12,Islamabad,15323,173,13020
2020-08-12,KPK,34947,1235,32248
2020-08-12,Punjab,94865,2179,86389
2020-08-12,Sindh,124929,2297,117972
2020-08-13,AJK,2167,59,1981
2020-08-13,Balochistan,12062,138,10461
2020-08-13,GB,2426,60,2050
2020-08-13,Islamabad,15342,173,13078
2020-08-13,KPK,35021,1236,32317
2020-08-13,Punjab,94993,2180,86404
2020-08-13,Sindh,125289,2307,118924
2020-08-14,AJK,2179,60,1989
2020-08-14,Balochistan,12144,138,10610
2020-08-14,GB,2452,60,2103
2020-08-14,Islamabad,15346,173,13100
2020-08-14,KPK,35091,1238,32373
2020-08-14,Punjab,95203,2180,86424
2020-08-14,Sindh,125632,2313,119025
2020-08-15,AJK,2181,60,2002
2020-08-15,Balochistan,12224,138,10783
2020-08-15,GB,2486,60,2114
2020-08-15,Islamabad,15378,173,13132
2020-08-15,KPK,35153,1238,32404
2020-08-15,Punjab,95391,2182,86441
2020-08-15,Sindh,125904,2317,119425
2020-08-16,AJK,2184,60,2002
2020-08-16,Balochistan,12295,138,10956
2020-08-16,GB,2502,61,2133
2020-08-16,Islamabad,15390,173,13276
2020-08-16,KPK,35215,1239,32450
2020-08-16,Punjab,95447,2182,88698
2020-08-16,Sindh,126182,2322,119572
2020-08-17,AJK,2199,61,2002
2020-08-17,Balochistan,12321,138,11153
2020-08-17,GB,2538,61,2172
2020-08-17,Islamabad,15401,175,13430
2020-08-17,KPK,35337,1239,32522
2020-08-17,Punjab,95611,2185,88861
2020-08-17,Sindh,126425,2331,119849
2020-08-18,AJK,2212,61,2043
2020-08-18,Balochistan,12370,139,11241
2020-08-18,GB,2565,62,2194
2020-08-18,Islamabad,15412,175,13612
2020-08-18,KPK,35401,1242,32647
2020-08-18,Punjab,95742,2186,90150
2020-08-18,Sindh,126743,2336,120241
2020-08-19,AJK,2219,61,2057
2020-08-19,Balochistan,12403,139,11273
2020-08-19,GB,2583,63,2224
2020-08-19,Islamabad,15425,175,13836
2020-08-19,KPK,35468,1242,32711
2020-08-19,Punjab,95800,2186,90210
2020-08-19,Sindh,127060,2343,120493
2020-08-20,AJK,2223,61,2066
2020-08-20,Balochistan,12424,139,11294
2020-08-20,GB,2604,63,2235
2020-08-20,Islamabad,15453,175,14101
2020-08-20,KPK,35545,1243,32893
2020-08-20,Punjab,95958,2188,90233
2020-08-20,Sindh,127381,2350,120757
2020-08-21,AJK,2241,61,2068
2020-08-21,Balochistan,12473,141,11310
2020-08-21,GB,2638,63,2257
2020-08-21,Islamabad,15472,175,14372
2020-08-21,KPK,35602,1246,33300
2020-08-21,Punjab,96057,2188,91134
2020-08-21,Sindh,127691,2357,120876
2020-08-22,AJK,2245,61,2070
2020-08-22,Balochistan,12507,141,11333
2020-08-22,GB,2657,64,2269
2020-08-22,Islamabad,15493,175,14506
2020-08-22,KPK,35720,1248,33364
2020-08-22,Punjab,96178,2188,91150
2020-08-22,Sindh,127965,2358,121144
2020-08-23,AJK,2254,61,2070
2020-08-23,Balochistan,12527,141,11383
2020-08-23,GB,2682,64,2276
2020-08-23,Islamabad,15515,175,14621
2020-08-23,KPK,35766,1248,33403
2020-08-23,Punjab,96233,2188,91161
2020-08-23,Sindh,128284,2367,121915
2020-08-24,AJK,2257,61,2071
2020-08-24,Balochistan,12560,141,11460
2020-08-24,GB,2720,65,2314
2020-08-24,Islamabad,15531,175,14684
2020-08-24,KPK,35796,1248,33426
2020-08-24,Punjab,96391,2192,92289
2020-08-24,Sindh,128456,2373,122181
2020-08-25,AJK,2265,61,2075
2020-08-25,Balochistan,12664,141,11510
2020-08-25,GB,2745,65,2351
2020-08-25,Islamabad,15546,175,14792
2020-08-25,KPK,35831,1248,33449
2020-08-25,Punjab,96466,2193,92301
2020-08-25,Sindh,128676,2384,122461
2020-08-26,AJK,2272,61,2090
2020-08-26,Balochistan,12721,141,11614
2020-08-26,GB,2773,67,2389
2020-08-26,Islamabad,15562,175,14884
2020-08-26,KPK,35893,1249,33640
2020-08-26,Punjab,96540,2193,92393
2020-08-26,Sindh,128877,2388,122551
2020-08-27,AJK,2277,61,2102
2020-08-27,Balochistan,12742,141,11636
2020-08-27,GB,2816,67,2412
2020-08-27,Islamabad,15578,175,14923
2020-08-27,KPK,35923,1250,33709
2020-08-27,Punjab,96636,2195,92421
2020-08-27,Sindh,129081,2394,122734
2020-08-28,AJK,2290,61,2115
2020-08-28,Balochistan,12804,141,11682
2020-08-28,GB,2832,67,2435
2020-08-28,Islamabad,15597,175,14936
2020-08-28,KPK,35971,1250,33888
2020-08-28,Punjab,96699,2195,92449
2020-08-28,Sindh,129179,2395,122835
2020-08-29,AJK,2294,61,2115
2020-08-29,Balochistan,12842,141,11701
2020-08-29,GB,2863,67,2465
2020-08-29,Islamabad,15611,175,14967
2020-08-29,KPK,36017,1250,33926
2020-08-29,Punjab,96741,2196,92471
2020-08-29,Sindh,129268,2398,122902
2020-08-30,AJK,2298,62,2115
2020-08-30,Balochistan,12869,141,11756
2020-08-30,GB,2896,67,2466
2020-08-30,Islamabad,15625,175,14975
2020-08-30,KPK,36044,1250,33950
2020-08-30,Punjab,96769,2198,92481
2020-08-30,Sindh,129348,2401,122939
2020-08-31,AJK,2299,63,2122
2020-08-31,Balochistan,12879,141,11794
2020-08-31,GB,2903,67,2503
2020-08-31,Islamabad,15649,175,15000
2020-08-31,KPK,36118,1250,33978
2020-08-31,Punjab,96832,2199,92499
2020-08-31,Sindh,129469,2403,123074
2020-09-01,AJK,2302,63,2143
2020-09-01,Balochistan,12899,141,11823
2020-09-01,GB,2922,71,2535
2020-09-01,Islamabad,15666,175,15035
2020-09-01,KPK,36265,1255,34027
2020-09-01,Punjab,96921,2204,92512
2020-09-01,Sindh,129615,2409,123384
2020-09-02,AJK,2305,64,2150
2020-09-02,Balochistan,12935,143,11861
2020-09-02,GB,2935,71,2557
2020-09-02,Islamabad,15689,175,15056
2020-09-02,KPK,36340,1255,34171
2020-09-02,Punjab,96983,2205,92525
2020-09-02,Sindh,129827,2415,123605
2020-09-03,AJK,2306,65,2154
2020-09-03,Balochistan,13045,143,11861
2020-09-03,GB,2948,71,2588
2020-09-03,Islamabad,15714,175,15094
2020-09-03,KPK,36414,1255,34225
2020-09-03,Punjab,97044,2206,92539
2020-09-03,Sindh,130041,2420,123807
2020-09-04,AJK,2313,65,2162
2020-09-04,Balochistan,13157,144,11861
2020-09-04,GB,2960,71,2597
2020-09-04,Islamabad,15726,175,15120
2020-09-04,KPK,36498,1255,34249
2020-09-04,Punjab,97118,2208,92552
2020-09-04,Sindh,130253,2422,124012
2020-09-05,AJK,2327,65,2173
2020-09-05,Balochistan,13229,144,11861
2020-09-05,GB,2979,71,2625
2020-09-05,Islamabad,15734,175,15137
2020-09-05,KPK,36591,1255,34377
2020-09-05,Punjab,97166,2210,93561
2020-09-05,Sindh,130483,2422,126164
2020-09-06,AJK,2331,65,2175
2020-09-06,Balochistan,13292,145,11861
2020-09-06,GB,3008,71,2635
2020-09-06,Islamabad,15750,176,15154
2020-09-06,KPK,36625,1255,34402
2020-09-06,Punjab,97226,2210,93576
2020-09-06,Sindh,130671,2423,126213
2020-09-07,AJK,2333,65,2178
2020-09-07,Balochistan,13321,145,11861
2020-09-07,GB,3041,71,2649
2020-09-07,Islamabad,15762,177,15184
2020-09-07,KPK,36663,1256,34428
2020-09-07,Punjab,97306,2211,93589
2020-09-07,Sindh,130807,2425,126268
2020-09-08,AJK,2340,65,2190
2020-09-08,Balochistan,13402,145,11907
2020-09-08,GB,3068,73,2686
2020-09-08,Islamabad,15780,177,15213
2020-09-08,KPK,36711,1256,34474
2020-09-08,Punjab,97389,2213,93601
2020-09-08,Sindh,130969,2430,126435
2020-09-09,AJK,2356,65,2200
2020-09-09,Balochistan,13321,145,12199
2020-09-09,GB,3137,73,2757
2020-09-09,Islamabad,15804,177,15244
2020-09-09,KPK,36755,1256,34703
2020-09-09,Punjab,97461,2213,94244
2020-09-09,Sindh,131115,2436,126603
2020-09-10,AJK,2366,65,2205
2020-09-10,Balochistan,13282,145,12251
2020-09-10,GB,3131,73,2744
2020-09-10,Islamabad,15832,178,15270
2020-09-10,KPK,36823,1256,34774
2020-09-10,Punjab,97533,2214,94258
2020-09-10,Sindh,131404,2439,126704
2020-09-11,AJK,2389,65,2212
2020-09-11,Balochistan,13401,145,12272
2020-09-11,GB,3164,74,2762
2020-09-11,Islamabad,15862,178,15296
2020-09-11,KPK,36862,1256,34865
2020-09-11,Punjab,97602,2215,94268
2020-09-11,Sindh,131675,2440,126861
2020-09-12,AJK,2400,65,2212
2020-09-12,Balochistan,13483,145,12336
2020-09-12,GB,3196,74,2789
2020-09-12,Islamabad,15901,178,15327
2020-09-12,KPK,36942,1257,34894
2020-09-12,Punjab,97679,2217,94453
2020-09-12,Sindh,131880,2443,127418
2020-09-13,AJK,2421,65,2212
2020-09-13,Balochistan,13595,145,12412
2020-09-13,GB,3227,76,2810
2020-09-13,Islamabad,15941,178,15351
2020-09-13,KPK,36992,1257,35067
2020-09-13,Punjab,97760,2217,94505
2020-09-13,Sindh,132084,2445,127449
2020-09-14,AJK,2426,66,2212
2020-09-14,Balochistan,13621,145,12564
2020-09-14,GB,3269,78,2845
2020-09-14,Islamabad,15962,178,15392
2020-09-14,KPK,37079,1257,35096
2020-09-14,Punjab,97817,2220,94526
2020-09-14,Sindh,132250,2445,127626
2020-09-15,AJK,2441,66,2212
2020-09-15,Balochistan,13690,145,12658
2020-09-15,GB,3297,79,2859
2020-09-15,Islamabad,15984,178,15430
2020-09-15,KPK,37140,1257,35181
2020-09-15,Punjab,97946,2220,94693
2020-09-15,Sindh,132591,2448,127727